date,bdi,bdry_close,bdi_filled,bdry_close_filled,source_bdi,source_bdry,data_type
2023-03-09,,9.920000076293944,False,False,Investing.com_Manual,Yahoo_Finance_BDRY,REAL
2023-03-10,,10.1899995803833,False,False,Investing.com_Manual,Yahoo_Finance_BDRY,REAL
2023-03-13,,10.260000228881836,False,False,Investing.com_Manual,Yahoo_Finance_BDRY,REAL
2023-03-14,,10.56999969482422,False,False,Investing.com_Manual,Yahoo_Finance_BDRY,REAL
2023-03-15,,9.6899995803833,False,False,Investing.com_Manual,Yahoo_Finance_BDRY,REAL
2023-03-16,,9.979999542236328,False,False,Investing.com_Manual,Yahoo_Finance_BDRY,REAL
2023-03-17,,9.970000267028809,False,False,Investing.com_Manual,Yahoo_Finance_BDRY,REAL
2023-03-20,,9.5,False,False,Investing.com_Manual,Yahoo_Finance_BDRY,REAL
2023-03-21,,9.3100004196167,False,False,Investing.com_Manual,Yahoo_Finance_BDRY,REAL
2023-03-22,,9.489999771118164,False,False,Investing.com_Manual,Yahoo_Finance_BDRY,REAL
2023-03-23,,10.1899995803833,False,False,Investing.com_Manual,Yahoo_Finance_BDRY,REAL
2023-03-24,,9.760000228881836,False,False,Investing.com_Manual,Yahoo_Finance_BDRY,REAL
2023-03-27,,9.449999809265137,False,False,Investing.com_Manual,Yahoo_Finance_BDRY,REAL
2023-03-28,,9.460000038146973,False,False,Investing.com_Manual,Yahoo_Finance_BDRY,REAL
2023-03-29,,10.020000457763672,False,False,Investing.com_Manual,Yahoo_Finance_BDRY,REAL
2023-03-30,,9.649999618530272,False,False,Investing.com_Manual,Yahoo_Finance_BDRY,REAL
2023-03-31,,10.100000381469728,False,False,Investing.com_Manual,Yahoo_Finance_BDRY,REAL
2023-04-03,,10.010000228881836,False,False,Investing.com_Manual,Yahoo_Finance_BDRY,REAL
2023-04-04,,10.3100004196167,False,False,Investing.com_Manual,Yahoo_Finance_BDRY,REAL
2023-04-05,,10.020000457763672,False,False,Investing.com_Manual,Yahoo_Finance_BDRY,REAL
2023-04-06,,9.8100004196167,False,False,Investing.com_Manual,Yahoo_Finance_BDRY,REAL
2023-04-10,,9.90999984741211,False,False,Investing.com_Manual,Yahoo_Finance_BDRY,REAL
2023-04-11,,9.279999732971191,False,False,Investing.com_Manual,Yahoo_Finance_BDRY,REAL
2023-04-12,,9.40999984741211,False,False,Investing.com_Manual,Yahoo_Finance_BDRY,REAL
2023-04-13,,9.369999885559082,False,False,Investing.com_Manual,Yahoo_Finance_BDRY,REAL
2023-04-14,,9.1899995803833,False,False,Investing.com_Manual,Yahoo_Finance_BDRY,REAL
2023-04-17,,8.960000038146973,False,False,Investing.com_Manual,Yahoo_Finance_BDRY,REAL
2023-04-18,,8.619999885559082,False,False,Investing.com_Manual,Yahoo_Finance_BDRY,REAL
2023-04-19,,9.15999984741211,False,False,Investing.com_Manual,Yahoo_Finance_BDRY,REAL
2023-04-20,,9.25,False,False,Investing.com_Manual,Yahoo_Finance_BDRY,REAL
2023-04-21,,9.15999984741211,False,False,Investing.com_Manual,Yahoo_Finance_BDRY,REAL
2023-04-24,,8.779999732971191,False,False,Investing.com_Manual,Yahoo_Finance_BDRY,REAL
2023-04-25,,8.760000228881836,False,False,Investing.com_Manual,Yahoo_Finance_BDRY,REAL
2023-04-26,,8.819999694824219,False,False,Investing.com_Manual,Yahoo_Finance_BDRY,REAL
2023-04-27,,8.850000381469727,False,False,Investing.com_Manual,Yahoo_Finance_BDRY,REAL
2023-04-28,,8.760000228881836,False,False,Investing.com_Manual,Yahoo_Finance_BDRY,REAL
2023-05-01,,8.779999732971191,False,False,Investing.com_Manual,Yahoo_Finance_BDRY,REAL
2023-05-02,,8.279999732971191,False,False,Investing.com_Manual,Yahoo_Finance_BDRY,REAL
2023-05-03,,8.449999809265137,False,False,Investing.com_Manual,Yahoo_Finance_BDRY,REAL
2023-05-04,,7.929999828338623,False,False,Investing.com_Manual,Yahoo_Finance_BDRY,REAL
2023-05-05,,8.300000190734863,False,False,Investing.com_Manual,Yahoo_Finance_BDRY,REAL
2023-05-08,,8.350000381469727,False,False,Investing.com_Manual,Yahoo_Finance_BDRY,REAL
2023-05-09,,8.989999771118164,False,False,Investing.com_Manual,Yahoo_Finance_BDRY,REAL
2023-05-10,,8.600000381469727,False,False,Investing.com_Manual,Yahoo_Finance_BDRY,REAL
2023-05-11,,8.09000015258789,False,False,Investing.com_Manual,Yahoo_Finance_BDRY,REAL
2023-05-12,,7.71999979019165,False,False,Investing.com_Manual,Yahoo_Finance_BDRY,REAL
2023-05-15,,7.289999961853027,False,False,Investing.com_Manual,Yahoo_Finance_BDRY,REAL
2023-05-16,,7.21999979019165,False,False,Investing.com_Manual,Yahoo_Finance_BDRY,REAL
2023-05-17,,7.21999979019165,False,False,Investing.com_Manual,Yahoo_Finance_BDRY,REAL
2023-05-18,,7.489999771118164,False,False,Investing.com_Manual,Yahoo_Finance_BDRY,REAL
2023-05-19,,7.409999847412109,False,False,Investing.com_Manual,Yahoo_Finance_BDRY,REAL
2023-05-22,,7.389999866485596,False,False,Investing.com_Manual,Yahoo_Finance_BDRY,REAL
2023-05-23,,7.090000152587891,False,False,Investing.com_Manual,Yahoo_Finance_BDRY,REAL
2023-05-24,,6.559999942779541,False,False,Investing.com_Manual,Yahoo_Finance_BDRY,REAL
2023-05-25,,6.440000057220459,False,False,Investing.com_Manual,Yahoo_Finance_BDRY,REAL
2023-05-26,,6.570000171661377,False,False,Investing.com_Manual,Yahoo_Finance_BDRY,REAL
2023-05-30,,6.079999923706055,False,False,Investing.com_Manual,Yahoo_Finance_BDRY,REAL
2023-05-31,,5.78000020980835,False,False,Investing.com_Manual,Yahoo_Finance_BDRY,REAL
2023-06-01,,5.840000152587891,False,False,Investing.com_Manual,Yahoo_Finance_BDRY,REAL
2023-06-02,,6.139999866485596,False,False,Investing.com_Manual,Yahoo_Finance_BDRY,REAL
2023-06-05,,6.550000190734863,False,False,Investing.com_Manual,Yahoo_Finance_BDRY,REAL
2023-06-06,,6.550000190734863,False,False,Investing.com_Manual,Yahoo_Finance_BDRY,REAL
2023-06-07,,6.139999866485596,False,False,Investing.com_Manual,Yahoo_Finance_BDRY,REAL
2023-06-08,,6.369999885559082,False,False,Investing.com_Manual,Yahoo_Finance_BDRY,REAL
2023-06-09,,6.329999923706055,False,False,Investing.com_Manual,Yahoo_Finance_BDRY,REAL
2023-06-12,,6.190000057220459,False,False,Investing.com_Manual,Yahoo_Finance_BDRY,REAL
2023-06-13,,6.300000190734863,False,False,Investing.com_Manual,Yahoo_Finance_BDRY,REAL
2023-06-14,,6.400000095367432,False,False,Investing.com_Manual,Yahoo_Finance_BDRY,REAL
2023-06-15,,6.340000152587891,False,False,Investing.com_Manual,Yahoo_Finance_BDRY,REAL
2023-06-16,,6.139999866485596,False,False,Investing.com_Manual,Yahoo_Finance_BDRY,REAL
2023-06-20,,6.159999847412109,False,False,Investing.com_Manual,Yahoo_Finance_BDRY,REAL
2023-06-21,,6.119999885559082,False,False,Investing.com_Manual,Yahoo_Finance_BDRY,REAL
2023-06-22,,6.170000076293945,False,False,Investing.com_Manual,Yahoo_Finance_BDRY,REAL
2023-06-23,,6.159999847412109,False,False,Investing.com_Manual,Yahoo_Finance_BDRY,REAL
2023-06-26,,5.920000076293945,False,False,Investing.com_Manual,Yahoo_Finance_BDRY,REAL
2023-06-27,,5.659999847412109,False,False,Investing.com_Manual,Yahoo_Finance_BDRY,REAL
2023-06-28,,5.570000171661377,False,False,Investing.com_Manual,Yahoo_Finance_BDRY,REAL
2023-06-29,,5.610000133514404,False,False,Investing.com_Manual,Yahoo_Finance_BDRY,REAL
2023-06-30,,5.550000190734863,False,False,Investing.com_Manual,Yahoo_Finance_BDRY,REAL
2023-07-03,,5.170000076293945,False,False,Investing.com_Manual,Yahoo_Finance_BDRY,REAL
2023-07-05,,5.050000190734863,False,False,Investing.com_Manual,Yahoo_Finance_BDRY,REAL
2023-07-06,,5.199999809265137,False,False,Investing.com_Manual,Yahoo_Finance_BDRY,REAL
2023-07-07,,5.010000228881836,False,False,Investing.com_Manual,Yahoo_Finance_BDRY,REAL
2023-07-10,,5.039999961853027,False,False,Investing.com_Manual,Yahoo_Finance_BDRY,REAL
2023-07-11,,5.21999979019165,False,False,Investing.com_Manual,Yahoo_Finance_BDRY,REAL
2023-07-12,,5.369999885559082,False,False,Investing.com_Manual,Yahoo_Finance_BDRY,REAL
2023-07-13,,5.170000076293945,False,False,Investing.com_Manual,Yahoo_Finance_BDRY,REAL
2023-07-14,,5.079999923706055,False,False,Investing.com_Manual,Yahoo_Finance_BDRY,REAL
2023-07-17,,4.840000152587891,False,False,Investing.com_Manual,Yahoo_Finance_BDRY,REAL
2023-07-18,,4.610000133514404,False,False,Investing.com_Manual,Yahoo_Finance_BDRY,REAL
2023-07-19,,4.5,False,False,Investing.com_Manual,Yahoo_Finance_BDRY,REAL
2023-07-20,,4.730000019073486,False,False,Investing.com_Manual,Yahoo_Finance_BDRY,REAL
2023-07-21,,4.730000019073486,False,False,Investing.com_Manual,Yahoo_Finance_BDRY,REAL
2023-07-24,,4.559999942779541,False,False,Investing.com_Manual,Yahoo_Finance_BDRY,REAL
2023-07-25,,4.789999961853027,False,False,Investing.com_Manual,Yahoo_Finance_BDRY,REAL
2023-07-26,,4.869999885559082,False,False,Investing.com_Manual,Yahoo_Finance_BDRY,REAL
2023-07-27,,4.800000190734863,False,False,Investing.com_Manual,Yahoo_Finance_BDRY,REAL
2023-07-28,,4.760000228881836,False,False,Investing.com_Manual,Yahoo_Finance_BDRY,REAL
2023-07-31,,4.949999809265137,False,False,Investing.com_Manual,Yahoo_Finance_BDRY,REAL
2023-08-01,,4.949999809265137,False,False,Investing.com_Manual,Yahoo_Finance_BDRY,REAL
2023-08-02,,4.820000171661377,False,False,Investing.com_Manual,Yahoo_Finance_BDRY,REAL
2023-08-03,,4.889999866485596,False,False,Investing.com_Manual,Yahoo_Finance_BDRY,REAL
2023-08-04,,4.889999866485596,False,False,Investing.com_Manual,Yahoo_Finance_BDRY,REAL
2023-08-07,,5.210000038146973,False,False,Investing.com_Manual,Yahoo_Finance_BDRY,REAL
2023-08-08,,5.070000171661377,False,False,Investing.com_Manual,Yahoo_Finance_BDRY,REAL
2023-08-09,,5.059999942779541,False,False,Investing.com_Manual,Yahoo_Finance_BDRY,REAL
2023-08-10,,5.21999979019165,False,False,Investing.com_Manual,Yahoo_Finance_BDRY,REAL
2023-08-11,,5.329999923706055,False,False,Investing.com_Manual,Yahoo_Finance_BDRY,REAL
2023-08-14,,5.340000152587891,False,False,Investing.com_Manual,Yahoo_Finance_BDRY,REAL
2023-08-15,,5.590000152587891,False,False,Investing.com_Manual,Yahoo_Finance_BDRY,REAL
2023-08-16,,5.659999847412109,False,False,Investing.com_Manual,Yahoo_Finance_BDRY,REAL
2023-08-17,,5.449999809265137,False,False,Investing.com_Manual,Yahoo_Finance_BDRY,REAL
2023-08-18,,5.329999923706055,False,False,Investing.com_Manual,Yahoo_Finance_BDRY,REAL
2023-08-21,,5.090000152587891,False,False,Investing.com_Manual,Yahoo_Finance_BDRY,REAL
2023-08-22,,4.940000057220459,False,False,Investing.com_Manual,Yahoo_Finance_BDRY,REAL
2023-08-23,,4.829999923706055,False,False,Investing.com_Manual,Yahoo_Finance_BDRY,REAL
2023-08-24,,5.059999942779541,False,False,Investing.com_Manual,Yahoo_Finance_BDRY,REAL
2023-08-25,,4.940000057220459,False,False,Investing.com_Manual,Yahoo_Finance_BDRY,REAL
2023-08-28,,4.96999979019165,False,False,Investing.com_Manual,Yahoo_Finance_BDRY,REAL
2023-08-29,,5.050000190734863,False,False,Investing.com_Manual,Yahoo_Finance_BDRY,REAL
2023-08-30,,4.880000114440918,False,False,Investing.com_Manual,Yahoo_Finance_BDRY,REAL
2023-08-31,,4.889999866485596,False,False,Investing.com_Manual,Yahoo_Finance_BDRY,REAL
2023-09-01,,4.860000133514404,False,False,Investing.com_Manual,Yahoo_Finance_BDRY,REAL
2023-09-05,,4.900000095367432,False,False,Investing.com_Manual,Yahoo_Finance_BDRY,REAL
2023-09-06,,5.070000171661377,False,False,Investing.com_Manual,Yahoo_Finance_BDRY,REAL
2023-09-07,,5.239999771118164,False,False,Investing.com_Manual,Yahoo_Finance_BDRY,REAL
2023-09-08,,5.300000190734863,False,False,Investing.com_Manual,Yahoo_Finance_BDRY,REAL
2023-09-11,,5.099999904632568,False,False,Investing.com_Manual,Yahoo_Finance_BDRY,REAL
2023-09-12,,5.269999980926514,False,False,Investing.com_Manual,Yahoo_Finance_BDRY,REAL
2023-09-13,,5.300000190734863,False,False,Investing.com_Manual,Yahoo_Finance_BDRY,REAL
2023-09-14,,5.460000038146973,False,False,Investing.com_Manual,Yahoo_Finance_BDRY,REAL
2023-09-15,,5.480000019073486,False,False,Investing.com_Manual,Yahoo_Finance_BDRY,REAL
2023-09-18,,5.670000076293945,False,False,Investing.com_Manual,Yahoo_Finance_BDRY,REAL
2023-09-19,,5.699999809265137,False,False,Investing.com_Manual,Yahoo_Finance_BDRY,REAL
2023-09-20,,5.460000038146973,False,False,Investing.com_Manual,Yahoo_Finance_BDRY,REAL
2023-09-21,,5.369999885559082,False,False,Investing.com_Manual,Yahoo_Finance_BDRY,REAL
2023-09-22,,5.53000020980835,False,False,Investing.com_Manual,Yahoo_Finance_BDRY,REAL
2023-09-25,,5.590000152587891,False,False,Investing.com_Manual,Yahoo_Finance_BDRY,REAL
2023-09-26,,5.539999961853027,False,False,Investing.com_Manual,Yahoo_Finance_BDRY,REAL
2023-09-27,,5.53000020980835,False,False,Investing.com_Manual,Yahoo_Finance_BDRY,REAL
2023-09-28,,5.369999885559082,False,False,Investing.com_Manual,Yahoo_Finance_BDRY,REAL
2023-09-29,,5.489999771118164,False,False,Investing.com_Manual,Yahoo_Finance_BDRY,REAL
2023-10-02,,5.630000114440918,False,False,Investing.com_Manual,Yahoo_Finance_BDRY,REAL
2023-10-03,,5.590000152587891,False,False,Investing.com_Manual,Yahoo_Finance_BDRY,REAL
2023-10-04,,5.550000190734863,False,False,Investing.com_Manual,Yahoo_Finance_BDRY,REAL
2023-10-05,,5.75,False,False,Investing.com_Manual,Yahoo_Finance_BDRY,REAL
2023-10-06,,5.909999847412109,False,False,Investing.com_Manual,Yahoo_Finance_BDRY,REAL
2023-10-09,,5.96999979019165,False,False,Investing.com_Manual,Yahoo_Finance_BDRY,REAL
2023-10-10,,5.670000076293945,False,False,Investing.com_Manual,Yahoo_Finance_BDRY,REAL
2023-10-11,,5.78000020980835,False,False,Investing.com_Manual,Yahoo_Finance_BDRY,REAL
2023-10-12,,5.599999904632568,False,False,Investing.com_Manual,Yahoo_Finance_BDRY,REAL
2023-10-13,,5.869999885559082,False,False,Investing.com_Manual,Yahoo_Finance_BDRY,REAL
2023-10-16,,5.809999942779541,False,False,Investing.com_Manual,Yahoo_Finance_BDRY,REAL
2023-10-17,,6.090000152587891,False,False,Investing.com_Manual,Yahoo_Finance_BDRY,REAL
2023-10-18,,5.829999923706055,False,False,Investing.com_Manual,Yahoo_Finance_BDRY,REAL
2023-10-19,,5.670000076293945,False,False,Investing.com_Manual,Yahoo_Finance_BDRY,REAL
2023-10-20,,5.760000228881836,False,False,Investing.com_Manual,Yahoo_Finance_BDRY,REAL
2023-10-23,,5.539999961853027,False,False,Investing.com_Manual,Yahoo_Finance_BDRY,REAL
2023-10-24,,5.409999847412109,False,False,Investing.com_Manual,Yahoo_Finance_BDRY,REAL
2023-10-25,,5.289999961853027,False,False,Investing.com_Manual,Yahoo_Finance_BDRY,REAL
2023-10-26,,5.179999828338623,False,False,Investing.com_Manual,Yahoo_Finance_BDRY,REAL
2023-10-27,,5.059999942779541,False,False,Investing.com_Manual,Yahoo_Finance_BDRY,REAL
2023-10-30,,4.940000057220459,False,False,Investing.com_Manual,Yahoo_Finance_BDRY,REAL
2023-10-31,,5.010000228881836,False,False,Investing.com_Manual,Yahoo_Finance_BDRY,REAL
2023-11-01,,4.800000190734863,False,False,Investing.com_Manual,Yahoo_Finance_BDRY,REAL
2023-11-02,,5.010000228881836,False,False,Investing.com_Manual,Yahoo_Finance_BDRY,REAL
2023-11-03,,5.150000095367432,False,False,Investing.com_Manual,Yahoo_Finance_BDRY,REAL
2023-11-06,,5.269999980926514,False,False,Investing.com_Manual,Yahoo_Finance_BDRY,REAL
2023-11-07,,5.199999809265137,False,False,Investing.com_Manual,Yahoo_Finance_BDRY,REAL
2023-11-08,,5.400000095367432,False,False,Investing.com_Manual,Yahoo_Finance_BDRY,REAL
2023-11-09,,5.800000190734863,False,False,Investing.com_Manual,Yahoo_Finance_BDRY,REAL
2023-11-10,,5.699999809265137,False,False,Investing.com_Manual,Yahoo_Finance_BDRY,REAL
2023-11-13,,5.949999809265137,False,False,Investing.com_Manual,Yahoo_Finance_BDRY,REAL
2023-11-14,,5.929999828338623,False,False,Investing.com_Manual,Yahoo_Finance_BDRY,REAL
2023-11-15,,6.150000095367432,False,False,Investing.com_Manual,Yahoo_Finance_BDRY,REAL
2023-11-16,,6.440000057220459,False,False,Investing.com_Manual,Yahoo_Finance_BDRY,REAL
2023-11-17,,6.420000076293945,False,False,Investing.com_Manual,Yahoo_Finance_BDRY,REAL
2023-11-20,,6.420000076293945,False,False,Investing.com_Manual,Yahoo_Finance_BDRY,REAL
2023-11-21,,6.550000190734863,False,False,Investing.com_Manual,Yahoo_Finance_BDRY,REAL
2023-11-22,,6.619999885559082,False,False,Investing.com_Manual,Yahoo_Finance_BDRY,REAL
2023-11-24,,7.519999980926514,False,False,Investing.com_Manual,Yahoo_Finance_BDRY,REAL
2023-11-27,,7.769999980926514,False,False,Investing.com_Manual,Yahoo_Finance_BDRY,REAL
2023-11-28,,7.800000190734863,False,False,Investing.com_Manual,Yahoo_Finance_BDRY,REAL
2023-11-29,,8.710000038146973,False,False,Investing.com_Manual,Yahoo_Finance_BDRY,REAL
2023-11-30,,9.329999923706056,False,False,Investing.com_Manual,Yahoo_Finance_BDRY,REAL
2023-12-01,,10.039999961853027,False,False,Investing.com_Manual,Yahoo_Finance_BDRY,REAL
2023-12-04,,9.34000015258789,False,False,Investing.com_Manual,Yahoo_Finance_BDRY,REAL
2023-12-05,,8.300000190734863,False,False,Investing.com_Manual,Yahoo_Finance_BDRY,REAL
2023-12-06,,8.229999542236328,False,False,Investing.com_Manual,Yahoo_Finance_BDRY,REAL
2023-12-07,,8.34000015258789,False,False,Investing.com_Manual,Yahoo_Finance_BDRY,REAL
2023-12-08,,8.699999809265137,False,False,Investing.com_Manual,Yahoo_Finance_BDRY,REAL
2023-12-11,,8.600000381469727,False,False,Investing.com_Manual,Yahoo_Finance_BDRY,REAL
2023-12-12,,9.4399995803833,False,False,Investing.com_Manual,Yahoo_Finance_BDRY,REAL
2023-12-13,,8.869999885559082,False,False,Investing.com_Manual,Yahoo_Finance_BDRY,REAL
2023-12-14,,9.239999771118164,False,False,Investing.com_Manual,Yahoo_Finance_BDRY,REAL
2023-12-15,,9.920000076293944,False,False,Investing.com_Manual,Yahoo_Finance_BDRY,REAL
2023-12-18,,10.600000381469728,False,False,Investing.com_Manual,Yahoo_Finance_BDRY,REAL
2023-12-19,,9.779999732971191,False,False,Investing.com_Manual,Yahoo_Finance_BDRY,REAL
2023-12-20,,10.039999961853027,False,False,Investing.com_Manual,Yahoo_Finance_BDRY,REAL
2023-12-21,,9.970000267028809,False,False,Investing.com_Manual,Yahoo_Finance_BDRY,REAL
2023-12-22,,10.4399995803833,False,False,Investing.com_Manual,Yahoo_Finance_BDRY,REAL
2023-12-26,,10.399999618530272,False,False,Investing.com_Manual,Yahoo_Finance_BDRY,REAL
2023-12-27,,10.869999885559082,False,False,Investing.com_Manual,Yahoo_Finance_BDRY,REAL
2023-12-28,,11.649999618530272,False,False,Investing.com_Manual,Yahoo_Finance_BDRY,REAL
2023-12-29,,11.5600004196167,False,False,Investing.com_Manual,Yahoo_Finance_BDRY,REAL
2024-01-02,,10.619999885559082,False,False,Investing.com_Manual,Yahoo_Finance_BDRY,REAL
2024-01-03,,10.140000343322754,False,False,Investing.com_Manual,Yahoo_Finance_BDRY,REAL
2024-01-04,,10.899999618530272,False,False,Investing.com_Manual,Yahoo_Finance_BDRY,REAL
2024-01-05,,10.609999656677246,False,False,Investing.com_Manual,Yahoo_Finance_BDRY,REAL
2024-01-08,,9.609999656677246,False,False,Investing.com_Manual,Yahoo_Finance_BDRY,REAL
2024-01-09,,9.0,False,False,Investing.com_Manual,Yahoo_Finance_BDRY,REAL
2024-01-10,,9.550000190734863,False,False,Investing.com_Manual,Yahoo_Finance_BDRY,REAL
2024-01-11,,9.4399995803833,False,False,Investing.com_Manual,Yahoo_Finance_BDRY,REAL
2024-01-12,,9.5,False,False,Investing.com_Manual,Yahoo_Finance_BDRY,REAL
2024-01-16,,9.770000457763672,False,False,Investing.com_Manual,Yahoo_Finance_BDRY,REAL
2024-01-17,,10.0600004196167,False,False,Investing.com_Manual,Yahoo_Finance_BDRY,REAL
2024-01-18,,11.1899995803833,False,False,Investing.com_Manual,Yahoo_Finance_BDRY,REAL
2024-01-19,,11.050000190734863,False,False,Investing.com_Manual,Yahoo_Finance_BDRY,REAL
2024-01-22,,10.43000030517578,False,False,Investing.com_Manual,Yahoo_Finance_BDRY,REAL
2024-01-23,,10.720000267028809,False,False,Investing.com_Manual,Yahoo_Finance_BDRY,REAL
2024-01-24,,11.75,False,False,Investing.com_Manual,Yahoo_Finance_BDRY,REAL
2024-01-25,,11.100000381469728,False,False,Investing.com_Manual,Yahoo_Finance_BDRY,REAL
2024-01-26,,11.0600004196167,False,False,Investing.com_Manual,Yahoo_Finance_BDRY,REAL
2024-01-29,,10.75,False,False,Investing.com_Manual,Yahoo_Finance_BDRY,REAL
2024-01-30,,10.979999542236328,False,False,Investing.com_Manual,Yahoo_Finance_BDRY,REAL
2024-01-31,,11.239999771118164,False,False,Investing.com_Manual,Yahoo_Finance_BDRY,REAL
2024-02-01,,11.109999656677246,False,False,Investing.com_Manual,Yahoo_Finance_BDRY,REAL
2024-02-02,,11.170000076293944,False,False,Investing.com_Manual,Yahoo_Finance_BDRY,REAL
2024-02-05,,11.8100004196167,False,False,Investing.com_Manual,Yahoo_Finance_BDRY,REAL
2024-02-06,,12.640000343322754,False,False,Investing.com_Manual,Yahoo_Finance_BDRY,REAL
2024-02-07,,11.800000190734863,False,False,Investing.com_Manual,Yahoo_Finance_BDRY,REAL
2024-02-08,,12.550000190734863,False,False,Investing.com_Manual,Yahoo_Finance_BDRY,REAL
2024-02-09,,12.350000381469728,False,False,Investing.com_Manual,Yahoo_Finance_BDRY,REAL
2024-02-12,,12.5,False,False,Investing.com_Manual,Yahoo_Finance_BDRY,REAL
2024-02-13,,12.260000228881836,False,False,Investing.com_Manual,Yahoo_Finance_BDRY,REAL
2024-02-14,,12.75,False,False,Investing.com_Manual,Yahoo_Finance_BDRY,REAL
2024-02-15,,12.789999961853027,False,False,Investing.com_Manual,Yahoo_Finance_BDRY,REAL
2024-02-16,,12.81999969482422,False,False,Investing.com_Manual,Yahoo_Finance_BDRY,REAL
2024-02-20,,12.5,False,False,Investing.com_Manual,Yahoo_Finance_BDRY,REAL
2024-02-21,,12.949999809265137,False,False,Investing.com_Manual,Yahoo_Finance_BDRY,REAL
